rating,roaster,title,blind_assessment,notes,bottom_line,roaster_location,coffee_origin,roast_level,est_price,review_date,aroma,acidity,body,flavor,aftertaste,url,with_milk,agtron_external,agtron_ground,is_espresso,quantity_value,quantity_unit,price_value,price_currency,price_usd,cpi,date,price_usd_adj,quantity_in_lbs,price_usd_adj_per_lb
92.0,Cafe Virtuoso,Ethiopia Konga,"Exhilaratingly bittersweet and complex. Floral notes ranging from sweet and vanilla to crisp lavender, roasted cocoa nib, orange zest in aroma and cup. Crisp, floral-toned acidity; light but lively, silky mouthfeel. Floral notes in particular carry into a drying but sweet-toned finish.","This coffee is certified organically grown and Fair Trade, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Processed by the classic wet or “washed” method: fruit is removed before drying using traditional ferment-and-wash methods and the beans are sun-dried. Konga is a Zone in the celebrated Yirgacheffe growing region of southern Ethiopia. Café Virtuoso is a small-batch coffee roaster that strives to procure, roast and deliver the best quality coffee in San Diego. Visit www.cafevirtuoso.com or call 619-550-1830 for more information.",,"San Diego, California","Yirgacheffe growing region, southern Ethiopia.",Medium,$15.00/12 ounces,2012-11-01,9.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-konga/,,47.0,61.0,False,12.0,ounces,15.0,USD,15.0,230.221,2012-11-01,20.47,0.75,27.29
93.0,Barrington Coffee Roasting Co.,Guatemala Diamante Perez,"Richly chocolaty, boldly structured. Dark chocolate, pomegranate, fresh-cut oak, agave syrup, oregano in aroma and cup. Sweet-tart with a dry, tannic structure and gently bright acidity; crisp, satiny mouthfeel. The harmonious finish consolidates to dark chocolate and oregano.","Produced by Patricia Perez Diaz, from trees of the Red Bourbon and Caturra varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.",This chocolate-forward Guatemala cup has a tart fruit backbone with complications from enticing sweet-savory herb notes.,"Lee, Massachusetts","Agua Dulce, Huehuetenango Department, Guatemala",Light,$19.45/12 ounces,2023-08-01,9.0,9.0,8.0,9.0,8.0,https://www.coffeereview.com/review/guatemala-diamante-perez/,,64.0,78.0,False,12.0,ounces,19.45,USD,19.45,307.026,2023-08-01,19.9,0.75,26.53
95.0,Dragonfly Coffee Roasters,Lotus by Ninety Plus,"Wildly, disconcertingly original. Sweetly tart, simultaneously fruit- and earth-toned, bright yet lush. Fresh clover, earth, fresh-pressed red grape juice, dark chocolate, white peppercorn in aroma and cup. Juicy sweet yet zesty and savory in structure. Full, syrupy mouthfeel. The finish is resonant and intensely flavor-saturated.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a particularly refined dried-in-the-fruit or natural presentation of the Gesha variety developed by boutique exporter/importer Ninety Plus Coffee. Dragonfly Coffee is a Boulder, Colorado-based micro-roaster that produces high-quality coffees and supports worthy causes. Visit www.dragonflycoffeeroasters.com or call 303-579-2154 for more information.","For well-heeled coffee adventurers, a coffee so original it is difficult to categorize. It provokes a tremendous range of sensory association that situates it on the frontier of coffee expression, hovering somewhere between disturbing and extraordinary.","Boulder, Colorado","Chiriqui Province, far western Panama",Medium-Light,$145.00/8 ounces,2018-04-01,9.0,9.0,9.0,9.0,9.0,https://www.coffeereview.com/review/lotus-ninety-plus/,,52.0,72.0,False,8.0,ounces,145.0,USD,145.0,250.546,2018-04-01,181.82,0.5,363.64
92.0,Temple Coffee Roasters,Honduras Sergio Romero Single-Origin Espresso,"Evaluated as espresso. Fruit-centered, sweetly nut-toned. Dried apricot, cashew butter, freesia-like flowers, molasses, oak in aroma and small cup. Full, velvety mouthfeel; crisp, gently drying, nut-framed finish. Flowers, apricot and cashew carry with layered resonance into three parts milk.","Produced by Sergio Romero of La Lesquinada Farm exclusively from trees of the Paraneima variety of Arabica and processed by the natural method. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","A single-origin, natural processed coffee from Honduras, roasted for espresso to highlight spicy floral and deep nut and dried fruit tones.","Sacramento, California","Corquin, Honduras",Medium,$19.00/12 ounces,2020-10-01,8.0,,8.0,9.0,8.0,https://www.coffeereview.com/review/honduras-sergio-romero-single-origin-espresso/,9,51.0,69.0,True,12.0,ounces,19.0,USD,19.0,260.388,2020-10-01,22.92,0.75,30.56
91.0,Comestible Master Company,85 Degree Guatemala Espresso,"Evaluated as espresso. Pungently sweet; balanced. Dark chocolate, fresh-cut cedar, carnal lily, musk, a hint of vanilla in aroma and small cup. Lightly syrupy mouthfeel; chocolate, flowers and musk carry into a sweet finish. A crisp version of the chocolate dominates in three parts milk, complicated by continuing hints of lily and cedar.","Comestibles Master Co. operates and franchises a chain of cafe and bakery shops in Taiwan, China, California, and Australia. It specializes in coffee, tea, cakes, snacks, and breads. The company was founded in 2004 and is based in Taichung, Taiwan. Visit www.85cafe.us or call +886-8-0078-3168 for more information.",,"Taichung, Taiwan",Guatemala; Brazil.,Medium-Dark,TWD $400 / 225 grams,2014-12-01,8.0,,8.0,9.0,8.0,https://www.coffeereview.com/review/guatemala-espresso/,8,43.0,54.0,True,225.0,grams,400.0,TWD,12.88,234.812,2014-12-01,17.23,0.5,34.46
80.0,Starbucks Coffee (Costco),Veranda Blend Blonde,"Sweet-toned, clean, neutral. Grainy sweetness, faint nut and chocolate hints in aroma and cup. Delicately brisk, muted acidity. Fullish though rather inert mouthfeel. Some chocolaty sweetness persists in a clean though rather empty finish.","Purchased in whole bean format at Costco in San Leandro, California for an equivalent of $5.99 per pound. With this, one of four “Blonde” or medium-roasted blends, Starbucks breaks with its long commitment to dark-roasting. This blend, described as “Mellow & Soft,” is apparently aimed at those who prefer a brisker, more delicate cup than presented by any of Starbucks’ usual offerings. Visit www.starbucks.com or call 800-782-7282 for more information.",,"Seattle, Washington",Not disclosed.,Medium,$14.80/40 ounces,2012-11-01,6.0,6.0,7.0,6.0,5.0,https://www.coffeereview.com/review/veranda-blend-blonde/,,50.0,58.0,False,40.0,ounces,14.8,USD,14.8,230.221,2012-11-01,20.2,2.5,8.08
88.0,Tully's Coffee,Breakfast Blend,"Round, fruit-toned aroma, with a faint suggestion of ferment that deepens the fruit toward plush cherry. In the cup balanced acidity, medium body, soft notes of sweet citrus, cherry and cocoa nib. Surprisingly clean finish, with a chocolate note lingering in the long.",Tully's is a large quality-oriented specialty roasting company and caf? chain based in Seattle. Visit www.tullys.com or call 800-968-8559 for more information.,,"Seattle, Washington",Not disclosed.,Medium-Dark,,2009-01-01,8.0,7.0,7.0,8.0,8.0,https://www.coffeereview.com/review/breakfast-blend-16/,,42.0,51.0,False,,,,,,211.143,2009-01-01,,,
94.0,Heavenly Hawaiian,Geisha Champagne,"Balanced, juicy, delicately sweet-tart. Nectarine, almond, cocoa nib, star jasmine, oak forest in aroma and cup. Sparkling acidity; crisp, satiny-smooth mouthfeel. Cohesive, flavor-saturated finish.","Produced at Heavenly Hawaiian Farm, entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Founded by Dave and Trudy Bateman in 1994, Heavenly Hawaiian is a coffee farm and roastery in Kona that offers daily farm tours as well as retail sales. Visit www.heavenlyhawaiian.com for more information.","A Kona-grown Geisha, cleanly natural processed to show off pretty fruit notes; especially vibrant acidity.","Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,$82.00/4 ounces,2024-02-01,9.0,9.0,8.0,9.0,9.0,https://www.coffeereview.com/review/geisha-champagne/,,58.0,77.0,False,4.0,ounces,82.0,USD,82.0,310.326,2024-02-01,83.02,0.25,332.08
94.0,Barrington Coffee Roasting Co.,Nekisse Natural Process Ethiopia,"Sweetly pungent; dense, layered complexity. Caramel, roasted cacao-nib, blueberry, narcissus, a hint of passion fruit in aroma and cup. Rich, rounded acidity; lightly smooth, silky mouthfeel. Blueberry and cacao nib in particular saturate a gently drying finish.","Nekisse is a proprietary type of Ethiopia coffee developed by Ninety Plus, a distinguished boutique exporter and importer of innovative small-lot coffees from Ethiopia and Panama. Grown near Neji in the Sidama/Sidamo growing region, this Ethiopian coffee is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.",,"Lee, Massachusetts","Sidamo (also Sidama) growing region, southern Ethiopia.",Light,$30.95/12 ounces,2014-12-01,9.0,9.0,8.0,9.0,9.0,https://www.coffeereview.com/review/nekisse-natural-process-ethiopia/,,64.0,89.0,False,12.0,ounces,30.95,USD,30.95,234.812,2014-12-01,41.41,0.75,55.21
92.0,Big Creek Coffee Roasters,Glow Seasonal Reserve Blend,"Sweetly-tart, fruit-toned. Dried raspberry, baking chocolate, clove, lime zest, fresh-cut oak in aroma and cup. Sweet-tart structure with brisk acidity; lightly satiny mouthfeel. Spice-toned finish with undercurrents of berries and crisp chocolate.","A seasonally rotating blend of two organic-certified Ethiopia coffees, one washed and one natural-processed. Big Creek Coffee Roasters is a small, quality-oriented batch roaster located in Montana’s Bitterroot Valley. Visit www.bigcreekcoffeeroasters.com for more information.","This blend of two organic Ethiopia coffees offers a lively and original range of aroma and flavor, from baking spices to dried berries.","Hamilton, Montana",Ethiopia,Light,$19.00/12 ounces,2023-02-01,9.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/glow-seasonal-reserve-blend/,,64.0,82.0,False,12.0,ounces,19.0,USD,19.0,300.84,2023-02-01,19.84,0.75,26.45
87.0,Caffe Vita Coffee Roasting Co.,Caffe del Sol,"In the demitasse this blend is complexly crisp and pungent; richly dry chocolate notes are supported by an understated sweetness. Perhaps the heavy, smoothly balanced body accounts for the splendid impact this coffee makes in milk. The dairy relaxes the crisp chocolate notes and the coffee richly suffuses the milk rather than penetrating it.",A quintessential cappuccino blend. Complexly crisp and pungent; richly dry chocolate notes with understated sweetness. Splendid in milk. Caffé Vita operates two popular cafés in Seattle and supplies coffee to a wide range of restaurants and espresso bars. Visit www.caffevita.com or call 888-223-8482 for more information.,,"Seattle, Washington",,,,1998-05-01,8.0,,7.0,6.0,8.0,https://www.coffeereview.com/review/caff-del-sol/,8,0.0,0.0,True,,,,,,162.8,1998-05-01,,,
85.0,Caffé Umbria,Bizzarri Blend,"A smoky, heavy, bittersweet espresso. In the small cup the smoky, bitter tones overshadow floral and fruit top notes and toasty, leathery midtones. In small milk maintains its husky, smoky bittersweetness. In big milk softens, adding a hint of chocolate. (84 stright espresso, 85 w/milk)","One of four espresso blends offered by Caffé Umbria, a new wholesale roasting company built around the skills of roast master Emanuele Bizzarri, one of the founders of the famous roasting company Torrefazione Italia. Visit www.caffeumbria.com or call 1-866-990-5300 for more info.",,"Seattle, Washington",Not disclosed.,Very Dark,,2002-04-01,7.0,,8.0,7.0,,https://www.coffeereview.com/review/bizzarri-blend/,7,31.0,32.0,True,,,,,,179.8,2002-04-01,,,
93.0,The WestBean Coffee Roasters,Ethiopia Amaro Gayo Organic,"Spicy, delicate, complex. Orange, savory spice, honey, night flowers in aroma and cup. Gently lively acidity; very smooth, delicately syrupy mouthfeel. Orange in particular persists in a very sweet, long finish.","A “natural” or dry-processed coffee, meaning the beans were dried inside the fruit, encouraging a flavor profile that is lower-toned and more pungent than the more familiar wet-processed floral- and citrus-toned southern Ethiopia profile. Certified organically grown, this coffee is processed with great care by Ethiopia's only female coffee mill owner, Asnakech Thomas, who pays high prices for ripe cherry from smallholders in Ethiopia's Amaro region. The West Bean is a San Diego-based roastery founded by two friends with a passion for coffee and a determination to bring their customers the highest quality hand-crafted coffee possible. Visit www.thewestbean.com or call 619-709-3232 for more information.",,"San Diego, California","Amaro region, southern Ethiopia.",Medium,$19.99/16 ounces,2012-09-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-amaro-gayo-organic/,,50.0,65.0,False,16.0,ounces,19.99,USD,19.99,231.407,2012-09-01,27.14,1.0,27.14
95.0,Kakalove Cafe,Mr. Dodd’s TeaTime Blend,"Evaluated as espresso. Intricately floral-toned, fruity. Cherry blossom, dried mango, Meyer lemon zest, hazelnut, oregano oil in aroma and small cup. Bright structure with juicy, velvety mouthfeel; sweetly nutty, resonant finish. In cappuccino-scaled milk, there’s a layered, harmonious complexity with leading notes of cherry blossom and dried mango.","A blend of coffees from Ethiopia and Guatemala, roasted for espresso applications. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","An excitingly original espresso blend that foregrounds sweet florals and tropical fruit in equal measure, held together by sweet nut and citrus tones — equally compelling in the straight shot and in cappuccino format.","Chia-Yi, Taiwan",Ethiopia; Guatemala,Medium-Light,NT $325/8 ounces,2023-09-01,9.0,,9.0,9.0,9.0,https://www.coffeereview.com/review/mr-dodds-teatime-blend/,9,56.0,72.0,True,8.0,ounces,325.0,TWD,10.2,307.789,2023-09-01,10.41,0.5,20.82
93.0,Paradise Roasters,Sumatra Pantan Musara,"Richly and vivaciously sweet-savory. Pipe tobacco, date, grapefruit zest, spearmint, rose-like flowers in aroma and cup. Sweetly tart and deeply savory, almost meaty in structure. Syrupy but crisply drying mouthfeel. Flavor consolidates around grapefruit, spearmint and rose in a savory-bottomed, lasting finish.","This coffee tied for the third-highest rating in a cupping of coffees from Sumatra for Coffee Review’s April 2019 tasting report. Unusual for Sumatra, it is a conventionally wet-processed coffee prepared without the characteristic Sumatra wet-hulled intervention. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","For lovers of depth and sweet-savory resonance — those who enjoy the roundly sweet/tart/savory character of a fine ripe tomato, for example.","Minneapolis, MInnesota","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,$19.95/12 ounces,2019-04-01,9.0,9.0,8.0,9.0,8.0,https://www.coffeereview.com/review/sumatra-pantan-musara/,,58.0,75.0,False,12.0,ounces,19.95,USD,19.95,255.548,2019-04-01,24.53,0.75,32.71
91.0,Chromatic Coffee,Gamut Espresso (reviewed for drip applications),"Sweet, round, complexly and delicately chocolaty. Milk chocolate, honey, floral-toned vanilla, almond in aroma and cup. Soft, backgrounded acidity; very lightly syrupy mouthfeel. Flavor consolidates but persists in a long, resonant finish.","Gamut is Chromatic Coffee’s flagship espresso. It is reviewed here for brewed or non-espresso applications, however. Chromatic prides itself in doing everything in-house and meticulously, from printing its attractive bags to modifying equipment to sourcing and roasting its fine coffees. Visit www.chromaticcoffee.com for more information.",,"San Jose, California",Brazil; Ethiopia; El Salvador.,Medium,$16.00/12 ounces,2014-02-01,8.0,7.0,8.0,9.0,9.0,https://www.coffeereview.com/review/gamut-espresso-reviewed-for-drip-applications/,,52.0,66.0,True,12.0,ounces,16.0,USD,16.0,234.781,2014-02-01,21.41,0.75,28.55
93.0,Topeca Coffee,Finca El Manzano Bourbon Natural El Salvador,"Crisp, complex, delicate but intense. Cantaloupe and ripe orange, walnut, roasted cacao nib, rye whisky in aroma and cup. Sweetly brisk acidity; smooth, lightly syrupy mouthfeel. Rich, deep, flavor-saturated finish, gently drying in the long.","This exceptional coffee was selected as the #30 coffee in the Coffee Review Top 30 Coffees of 2013. Bourbon is one of the oldest and most respected of traditional heirloom varieties of Arabica. This is a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Topéca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma. Visit www.topecacoffee.com or call 918-398-8022 for more information.",,"Tulsa, Oklahoma","Santa Ana growing region, El Salvador.",Light,$14.99/12 ounces,2013-10-01,9.0,9.0,8.0,9.0,8.0,https://www.coffeereview.com/review/finca-el-manzano-bourbon-natural-el-salvador/,,72.0,87.0,False,12.0,ounces,14.99,USD,14.99,233.546,2013-10-01,20.17,0.75,26.89
95.0,Simon Hsieh’s Aroma Roast Coffees,Mini-Me Washed Kaffa Forest,"Evaluated as espresso. Intensely chocolaty, vivaciously fruit-toned. Dark chocolate, narcissus, pie cherry, molasses, sandalwood in aroma and small cup. Rich, syrupy mouthfeel. A resonant finish leads with cherry and narcissus notes in the short and sandalwood-toned chocolate in the long. In three parts milk, dark chocolate envelopes deeply stated fruit and floral notes.","This exceptional coffee was selected as the No. 18 coffee on Coffee Review’s list of the Top 30 Coffees of 2018. Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. It was processed by the wet or washed method (fruit skin and pulp are removed before drying). Southern Ethiopia coffees processed by this method typically express great aromatic complexity and intensity, with a particular emphasis on floral notes. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high quality single-origin coffees. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","A dynamic trifecta of flowers, fruit and chocolate in both the shot and in cappuccino-scaled milk.","Taoyuan City, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Dark,NT $1300/16 ounces,2018-01-01,9.0,,9.0,9.0,9.0,https://www.coffeereview.com/review/mini-washed-kaffa-forest/,9,40.0,60.0,True,16.0,ounces,1300.0,TWD,43.65,247.867,2018-01-01,55.33,1.0,55.33
90.0,Canterbury Coffee,Rwanda,"Dark chocolate and sweet, pungent grapefruit in aroma and cup, with a backgrounded gently scorched cedar. Rich, roast-rounded acidity; lightly syrupy mouthfeel. Some flavor persists in a sweet but drying finish.","Rwanda's impressive potential as fine coffee producer has come to fruition over the last several years owing to the industry of its growers, generous support from international aid agencies, and the commitment of North American specialty coffee roasters. Canterbury Coffee is Western Canada’s largest specialty roaster, with a wide range of coffee brands including Spirit Bear, Resiprocate and Doi Chaang. This is one of Canterbury’s Signature coffees. Visit www.canterburycoffee.com or call 800-664-2711 for more information.",,"Richmond, British Columbia, Canada",Rwanda,Medium-Dark,CAD $12.99/8 ounces,2012-06-01,8.0,8.0,8.0,9.0,7.0,https://www.coffeereview.com/review/rwanda-5/,,45.0,52.0,False,8.0,ounces,12.99,CAD,12.5,229.478,2012-06-01,17.11,0.5,34.22
94.0,Kakalove Cafe,Ethiopia COE 2nd place Washed Sidamo Rumudamo,"Crisp, delicately sweet-tart, intricately floral. Narcissus, lime zest, apricot, pipe tobacco, agave syrup in aroma and cup. Sweet-toned with lyrical, juicy acidity; silky, buoyant mouthfeel. Vermouth-like, richly dry finish.",Produced entirely from trees of the admired 74110 selection of Ethiopia Arabica and processed by the washed method (fruit skin and pulp are removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"An elegant, light-footed, deeply floral washed Ethiopia cup.","Chia-Yi, Taiwan","Arbegona, Sidama (also Sidamo) growing region, south-central Ethiopia",Medium-Light,NT $350/20 grams,2020-11-01,9.0,9.0,9.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-coe-2nd-place-washed-sidamo-rumudamo/,,60.0,78.0,False,20.0,grams,350.0,TWD,12.24,260.229,2020-11-01,14.78,0.04,369.5
86.0,Coffeeboy,India Monsooned Malabar,"Aromatic woods and a hint of sweetly fermented fruit in the aroma. Very sweet in the cup, with rich walnut notes and a continued hint of fermented fruit inclining toward chocolate - think of overripe apricots rolled in chocolate sprinkles.","Monsooned Malabar is a fruity dry-processed coffee from India that is exposed to moisture-laden monsoon winds for three months after drying and processing but before shipping. Monsooning turns the beans puffily yellow, reduces the dry, acidy sensation, increases body, and often adds an earthy mildewed flavor to the fruity character of the original beans. Coffeeboy is a small-batch wholesale roaster whose goals are support of the independent espresso bar and education of the American espresso drinker. The Coffeeboy slogan is ""Big coffees for the little guys."" Visit www.gocoffeeboygo.com or call 866-656-5836 for more information.",,"Ventura, California",Southern India,Medium-Light,,2004-07-01,7.0,,7.0,8.0,,https://www.coffeereview.com/review/india-monsooned-malabar-3/,,55.0,76.0,False,,,,,,189.4,2004-07-01,,,
90.0,Moore Coffee,Java Estate Peaberry,"Superb aroma: rich, deep, pungently chocolate. The chocolate turns more intensely pungent, almost pine-toned in the cup, balanced by sweet, lush undercurrents of fruit.","Java is a classic coffee origin that has fallen out of favor over the last decade or so owing to inconsistency. This example, however, represents Java at its traditional best. Peaberries result when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (usually better) cup than normal beans from the same crop. Moore Coffee is a small retail and wholesale roaster that also offers a range of other fancy foods and beverages. Visit www.moorecoffee.com or call 800-994-8060 for more info.",,"Ventura, California",Eastern Java,Medium-Dark,,2004-08-01,9.0,7.0,8.0,8.0,,https://www.coffeereview.com/review/java-estate-peaberry/,,38.0,53.0,False,,,,,,189.5,2004-08-01,,,
93.0,Paradise Roasters,Sumatra Blue Batak,"The aroma is shifting, complex: sweet, smoky candied fruit suggests lemon drop at one moment, butterscotch the next; hints of flowers, fresh-fallen wet leaves, even milk chocolate. The influence of the sweet musty/earthy notes on the tart fruit becomes more explicit in the rich, gently pungent cup, reading as a sort of earthy lemon and fresh leather. Medium-bodied, syrupy mouthfeel. Sweetly rich finish.","Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed, and has become a leading seller of competition-winning and other small-lot, elite coffees. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",,"Anoka, Minnesota","Northern Sumatra, Indonesia",Medium,,2007-03-01,9.0,7.0,8.0,8.0,8.0,https://www.coffeereview.com/review/sumatra-blue-batak-2/,,53.0,66.0,False,,,,,,205.352,2007-03-01,,,
94.0,Kakalove Cafe,Ethiopia Washed Yirgacheffe Alemu Station,"Intense, complex, sweetly pungent. Honeysuckle, tangerine, apricot and plum, spicy aromatic wood. Richly and roundly bright acidity; silky mouthfeel. Bright, mildly drying, flavor-saturated finish.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity, often with a particular emphasis on floral and citrus notes. This coffee is certified organically grown and Fair Trade certified, meaning it was purchased from one or more small-holding farmers at a “fair” or economically sustainable price. It is a single lot from Alemu Washing Station (wet mill) in Kochere Woreda imported into Taiwan by the Pebble Company. Kakalove Café is a nano-roaster located the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",,"Chia-Yi, Taiwan","Yirgacheffe growing region, south-central Ethiopia.",Light,$18.00/16 ounces,2015-02-01,9.0,9.0,9.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-washed-yirgacheffe-worka-coop-alemu-2/,,65.0,88.0,False,16.0,ounces,18.0,USD,18.0,234.722,2015-02-01,24.09,1.0,24.09
93.0,Victrola Coffee Roasters,Ethiopia Yirgacheffe Wote Konga,"Spicy floral notes (lavender, tea rose), dark chocolate, honey, hazelnut, and a pungent mango-like fruit in aroma and cup. Rich, juicy acidity; full, syrupy mouthfeel. The finish is bittersweet and drying in the short, but flavor and sweetness reassert themselves in the long.","Most Yirgacheffe coffee is prepared by the conventional wet method, in which the skin and pulp are removed from the beans or seeds before they are dried, encouraging a cleanly high-toned, often intensely floral- and citrus-toned cup. This Yirgacheffe is a ""natural"" or dry-processed version, however, meaning the beans/seeds were dried inside the fruit, encouraging a flavor profile more pungent than bright though still extravagant in its floral-toned aromatics. Like virtually all Ethiopia coffees, this striking and unusual coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Victrola is a small-batch, hands-on roaster with a passionate commitment to quality and distinctiveness. Visit www.victrolacoffee.com or call 206-624-1725 for more information.",,"Seattle, Washington","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,$17.25/12 ounces,2012-09-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-yirgacheffe-wote-konga-2/,,55.0,69.0,False,12.0,ounces,17.25,USD,17.25,231.407,2012-09-01,23.42,0.75,31.23
93.0,Kaldi's Coffee,Guatemala Carlos Rivas,"Richly sweet-savory, chocolate-toned. Dark chocolate, date, pralines, tiger lily, a hint of cumin in aroma and cup. Sweet-savory structure with gentle, round acidity; plump, syrupy mouthfeel. Gently drying finish is chocolaty through and through with undertones of pralines and flowers.","This coffee tied for the second-highest rating in a cupping of washed-process coffees from Central America and Mexico for Coffee Review’s September 2020 report. Produced by Carolos Rivas at La Union Farm from trees of the Bourbon and Caturra varieties of Arabica and processed by the washed method. Founded in 1994, Kaldi's Coffee is a quality-oriented small-batch roaster with several cafes throughout Missouri. Visit www.kaldiscoffee.com or call 888-892-6333 for more information.",A particularly chocolaty Guatemala coffee with an intriguing savory undertone akin to cumin that anchors and balances the cup’s deep sweetness.,"St. Louis, Missouri","Huehuetenango Department, Guatemala",Medium-Light,$17.99/12 ounces,2020-09-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/guatemala-carlos-rivas/,,58.0,74.0,False,12.0,ounces,17.99,USD,17.99,260.28,2020-09-01,21.72,0.75,28.96
97.0,Hula Daddy Kona Coffee,Laura’s Reserve SL34,"Multi-layered, rich-toned. Bing cherry, coconut, candied violet, frankincense, cocoa nib in aroma and cup. Balanced, high-toned acidity; full, syrupy-smooth mouthfeel. Crisp, sweetly tart finish that goes on and on.","Produced at Hula Daddy Farm, entirely of the SL34 variety of Arabica, and processed by the anaerobic natural method (fermented in an oxygen-free environment, then dried in the whole fruit) with the addition of commercial yeast. Hula Daddy is a boutique coffee producer with farms at the 1,400- and 2,500-foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. Visit www.huladaddy.com or call 808-327-9744 for more information.","An aromatically intoxicating Kona version of a traditionally Kenyan coffee variety with exuberant, complex sweetness and structure, not to mention a vibrant mouthfeel and impossibly long finish.","Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Light,$69.95/8 ounces,2024-02-01,10.0,9.0,9.0,10.0,9.0,https://www.coffeereview.com/review/lauras-reserve-sl34-4/,,62.0,80.0,False,8.0,ounces,69.95,USD,69.95,310.326,2024-02-01,70.82,0.5,141.64
85.0,North Pole Coffee Roasting,North Pole Blend,"Roasty and sweet in the nose, with excellent balance and dimension. In the cup soft, gently roasty, and cocoa-toned. Long, unobtrusively rich finish.","North Pole is an actual town in Alaska. It is situated considerably south of its namesake pole, but a lot farther north than most of us. Visit www.npcoffee.com or call 907-488-7190 for more information.",,"North Pole, Alaska",Central and South America,Medium-Dark,,2003-11-01,7.0,6.0,7.0,7.0,,https://www.coffeereview.com/review/north-pole-blend-2/,,44.0,53.0,False,,,,,,184.5,2003-11-01,,,
