rating,roaster,title,blind_assessment,notes,bottom_line,roaster location,coffee origin,roast level,agtron,est. price,review date,aroma,acidity,body,flavor,aftertaste,url,sitemap_lastmod,acidity/structure,with milk,processing method,variety,harvested,lot size,lot # or id,seller,estimated price
94,Kakalove Cafe,Taiwan Natural Meishan Ching-Ye Farm Lot 0116,"Delicately sweet-tart, juicy and bright. Dried apricot, cocoa nib, kumquat, maple syrup, pink peppercorn in aroma and cup. Winy acidity; crisp, silky mouthfeel. Finish consolidates to notes of cocoa nib and pink peppercorn with undertones of kumquat.",Produced at Meishan Farm and processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.,"A cleanly natural-processed, juicy-crisp Taiwan cup centered around notes of stone fruit, cocoa and floral-toned spices.","Chia-Yi, Taiwan","Meishan, Chia-Yi, Taiwan",Medium-Light,62/80,NT $400/4 ounces,July 2024,9,,9,9,8,https://www.coffeereview.com/review/taiwan-natural-meishan-ching-ye-farm-lot-0116/,2024-07-22,9,,,,,,,,
93,Counter Culture Coffee,Burundi Bwayi Lot No. 8,"Both co-cupper Jim Reynolds (94) and Ken (91) particularly admired the ""active acidity"" (Jim) of this coffee with its rich berry and floral influences. Jim found the flavor ""complex but balanced."" Ken was more specific: ""dark chocolate, cherryish fruit, a hint of dusk flowers."" Both approved of mouthfeel (""lightly syrupy,"" Ken) and finish (""light, bright and very pleasant,"" Jim).","Burundi is a small, landlocked country in Central Africa. Most coffee is grown in the mountains of the north, bordering Rwanda. Benefiting from ideal growing conditions and large plantings of the heirloom Bourbon variety of Arabica, Burundi coffee has an excellent reputation, though it is better known in Europe than in the United States. This Burundi was produced from trees of the admired French Mission Bourbon variety and its derivative cultivars Jackson and Mibirizi. Counter Culture is a small-batch wholesale specialty roaster with an informative and lively website, a commitment to fine coffee and youthful, enthusiastic leadership. Visit www.counterculturecoffee.com or call 888-238-5282 for more information.",,"Durham, North Carolina","Kayanza Province, Burundi.",Medium-Dark,49/63,,June 2009,9,9,8,9,9,https://www.coffeereview.com/review/burundi-bwayi-lot-no-8/,2014-10-02,,,,,,,,,
95,PT's Coffee Roasting,Thiriku AA Kenya,"Intense; deep, spice-complicated sweetness. Black currant, baker’s chocolate, peppercorn medley, black sage, a hint of lush lily in aroma and cup. Balanced and lively in structure: sweetly tart with a savory edge. Plush, silky mouthfeel. Chocolate moves forward in a resonant, long, lively finish.","Produced by the Thiriku Coffee Growers Cooperative Society from trees of the SL-28, SL-34 and Ruiru varieties of Arabica. Processed by a particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. AA is the highest grade of Kenya coffee based on bean size and freedom from imperfections. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information.","Mysterious and extraordinary in the Kenya style: simultaneously sweet, savory, tart and entirely and grandly vibrant.","Topeka, Kansas",Central Kenya,Medium-Dark,47/65,$24.50/12 ounces,November 2017,9,,9,9,9,https://www.coffeereview.com/review/thiriku-aa-kenya/,2017-11-09,9,,,,,,,,
93,Magnolia Coffee,Magnolia Blend,"Rich-toned, chocolaty. Dark chocolate, black cherry, gardenia, cedar, toffee in aroma and cup. Sweet-toned structure with brisk acidity; plush, syrupy mouthfeel. Quiet, satisfying finish with notes of dark chocolate and gardenia.","This blend tied for the fourth-highest rating in a cupping of “desert-island coffees” submitted by roasters for Coffee Review’s May 2020 tasting report. A blend of washed-process coffees from Papua New Guinea and Costa Rica. Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose motto is “Craft roasted. Truly delicious. Socially conscious.” Magnolia particularly emphasizes community engagement through its Local Beans for Local Good programs.Visit www.magnoliacoffeeco.com or for more information.","A friendly coffee — balanced, comforting, deeply chocolate-toned with cherryish fruit and a hint of sultry gardenia.","Charlotte, North Carolina",Papua New Guinea; Costa Rica,Medium,54/72,$15.00/12 ounces; $35.00/2 pounds,May 2020,9,,9,9,8,https://www.coffeereview.com/review/magnolia-blend-2/,2021-05-02,8,,,,,,,,
93,Black Oak Coffee Roasters,Ethiopia Hambela Alaka,"Very delicate, sweetly savory. Lemon verbena, allspice, dried persimmon, dogwood, baker’s chocolate in aroma and cup. Balanced, sweet-savory structure; velvety-smooth mouthfeel. The sweetly herb-toned finish centers on notes of lemon verbena and dried persimmon wrapped in baker’s chocolate.","This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia produces distinctive coffees from traditional varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Certified USDA organic. Artisan coffee-roasters in the northern California town of Ukiah, Black Oak’s mission is to bring to life each carefully selected coffee’s unique origins. For more information, visit www.blackoakcoffee.com.","A delicate, richly sweet wet-processed Ethiopia: spice, herb, fruit and flowers in intricate balance.","Ukiah, California","Hambela Wamena District, Guji Zone, Oromia Region, southern Ethiopia",Medium,58/80,$17.50/12 ounces,November 2017,9,,9,9,8,https://www.coffeereview.com/review/ethiopia-hambela-alaka/,2017-11-11,8,,,,,,,,
95,Kakalove Cafe,Ethiopia Natural Sidama Bensa Bombe,"Boldly floral-toned, cocoa-driven. Honeysuckle, mulberry, dark chocolate, pistachio, pomelo in aroma and cup. Sweetly tart, malic (apple-like) acidity; plush, creamy  mouthfeel. The bright, resonant finish is as juicily confident as it is long.","Produced by smallholding farmers in the Bensa District of the Sidama Zone, from selections of landrace varieties of Arabica native to Ethiopia, and processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.","A richly floral-toned, chocolaty, flavor-laden and precise natural Ethiopia — complex, multi-layered, enticing.","Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium,58/77,NT $280/8 ounces,July 2024,9,,9,9,9,https://www.coffeereview.com/review/ethiopia-natural-sidama-bensa-bombe/,2024-07-22,9,,,,,,,,
93,Zingerman's Coffee,Rwandan,"Co-cupper Jim Reynolds and Ken both admired this coffee, but Ken, at 90, was less admiring than Jim at 95. Essentially, Jim found everything he wanted in an African coffee of this style - a combination of complexity, balance and deep dimension - whereas Ken liked what he found but wanted more of it, more intensity and a more pronounced, distinctive character. Both admired a bright, citrusy but delicate acidity, silky mouthfeel, and a mildly pungent chocolate that Jim described as ""smoky chocolate"" and Ken as ""cocoa and aromatic wood."" Jim found the aftertaste ""lingering,"" Ken found it pleasing but short.","Rwanda's tremendous potential as fine coffee producer has only come to fruition over the past four to five years owing to generous support from international aid agencies, the specialty coffee community and the industry of its growers. This coffee, from the Bufcafe (also Bufcoffee) Cooperative, is produced entirely from trees of the heirloom Bourbon variety of Arabica. Zingerman's Coffee is a specialty roasting company associated with Zingerman's Deli in Ann Arbor, praised as ""one of the top 25 food markets in the world"" by Food & Wine magazine. It offers a relatively small but sensitively sourced and roasted menu of specialty coffees. Visit www.zingermanscoffee.com or call 734-929-6060 for more information.",,"Ann Arbor, Michigan",Rwanda.,Dark,43/56,,June 2009,9,9,9,9,9,https://www.coffeereview.com/review/rwandan/,2014-10-02,,,,,,,,,
88,Volcafe Specialty Coffee,Honduras Roberto Salazar – Green,"An intense but balanced coffee, its quietly powerful acidity enveloped in sweetness. The spice and sandalwood notes in the aroma fade in the cup, but the finish is clean, long, and lovely.","Certified organically grown from trees of the heirloom bourbon variety of Coffea arabica. Produced by Roberto Salazar in Honduras. Imported by Volcafe Specialty Coffee. Perhaps this review will encourage at least one specialty roaster to offer this interesting coffee as a single origin. Evaluated based on a sample roast performed by Coffee Review. For more information, visit Volcafe Specialty Coffee.",,NA,Honduras,Medium-Dark,53/64,,July 2003,8,7,7,7,9,https://www.coffeereview.com/review/honduras-roberto-salazar-green/,2021-05-05,,,,,,,,,
94,Kakalove Cafe,Ethiopia Washed Bench Maji Baby Lucy Gesha,"Lushly floral, deeply chocolaty. Star jasmine, dark chocolate, amber, lemon balm, bergamot in aroma and cup. Brightly sweet, balanced acidity; vibrant, silky-smooth mouthfeel. Chocolaty finish supported by notes of bergamot and amber.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by Adam and Rachel Overton. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most sought-after coffees. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. It is processed by the washed method (fruit skin and pulp removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.","A lovely washed Ethiopia Gesha that displays rich florals, deep chocolate and complex citrus throughout the profile — elegant and harmonious.","Chia-Yi, Taiwan","Bench Maji Zone, southern Ethiopia",Medium-Light,64/86,NT $300/8 ounces,July 2024,9,,9,9,8,https://www.coffeereview.com/review/ethiopia-washed-bench-maji-baby-lucy-gesha/,2024-07-22,9,,,,,,,,
92,Bull Run Roasting,Rwanda COE Lot 16,"Ken (92) particularly admired this coffee's deep, night-blossoming floral character which he felt was balanced by an underlying crisp, cedary cocoa. Co-cupper Jim Reynolds (91) found the profile ""mild"" and caramelly with a soft ? for Jim, a bit too soft ? acidity.","A prize winner in the 2008 Rwanda Cup of Excellence competition, where as a green (unroasted) coffee it placed sixteenth out of hundreds of entries, attracting a score of 85.86 from an international jury. Rwanda's tremendous potential as fine coffee producer has only come to fruition over the past four to five years owing to generous support from international aid agencies, the specialty coffee community and the industry of its growers. Produced entirely from trees of the heirloom Bourbon variety. Bull Run is a specialty coffee roaster and wholesaler, with plans to retail their coffee in a soon-to-open store and online. Visit www.bullrunroasters.com or call 800-481-4197 for more information.",,"Minneapolis, Minnesota","Huye, South Province, Rwanda.",Medium-Dark,46/58,,June 2009,9,8,8,8,8,https://www.coffeereview.com/review/rwanda-coe-lot-16/,2014-10-02,,,,,,,,,
93,Willoughby's Coffee & Tea,Ethiopia Gelgelu Natural Organic,"High-toned, floral. Dried apricot, magnolia, almond butter, maple syrup, cherry brandy in aroma and cup. Crisp, sweetly-tart in structure; plush, syrupy mouthfeel. Notes of magnolia and dried apricot dominate in the flavor-laden short finish, with hints of almond butter and fruit brandy in the long.","This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” Yirgacheffe, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Willoughby’s Coffee & Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information.","A deeply sweet natural-processed Ethiopia cup, with stone fruit and brandy notes as parallel throughlines.","Branford, Connecticut","Yirgacheffe growing region, southern Ethiopia",Medium,54/75,$17.99/16 ounces,November 2017,9,,9,9,8,https://www.coffeereview.com/review/ethiopia-gelgelu-natural-organic/,2017-11-11,8,,,,,,,,
94,Utopian Coffee,Costa Rica Tarrazú Tirra,"High-toned, sweetly tart. Guava kefir, hazelnut, dark chocolate, hint of aged grappa, lemon verbena in aroma and cup. Tart-leaning, citrusy acidity; plush, syrupy mouthfeel. Long, enticing, flavor-saturated finish.","Produced by smallholding farmers of CoopeTarrazú Cooperative, from trees of the F1 Hybrid (a cross between Sudan Rume and Villa Sarchi) variety of Arabica, and processed by the natural method (dried in the whole fruit). Utopian Coffee is a specialty roaster based in Fort Wayne, Indiana. Visit www.utopiancoffee.com for more information.",A uniquely composed Costa Rica natural that ranges from tropical-tart kefir-like notes at the top and rich nut tones as a supportive throughline.,"Fort Wayne, Indiana","San Marcos, Tarrazú growing region, Costa Rica",Medium,58/82,$24.00/12 ounces,July 2024,9,,9,9,9,https://www.coffeereview.com/review/costa-rica-tarrazu-tirra/,2024-07-22,8,,,,,,,,
91,49th Parallel Coffee Roasters,Tanzania Hope Peaberry,"Both co-cupper Jim Reynolds (90) and Ken (91) described a very sweet-toned aroma and pleasingly delicate acidity, which Ken glossed as ""wine-toned."" Lightly syrupy mouthfeel, clean and balanced in flavor, ""nutty"" for Jim, tartly fruity and floral for Ken. Very sweet-finishing.","This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. This Tanzania peaberry is produced by small-holding growers in the Mbeya region, near Lake Rukwa in southwestern Tanzania. 49th Parallel is a distinguished small-batch roasting company located in the Vancouver, Canada area that specializes in high-end single-origin and blended coffees, many sourced directly from origin. Visit www.49thparallelroasters.com or call 877-773-4900 for more information.",,"Burnaby, British Colombia, Canada","Mbeya Region, southwestern Tanzania.",Medium,47/76,,June 2009,7,8,8,8,8,https://www.coffeereview.com/review/tanzania-hope-peaberry/,2014-10-02,,,,,,,,,
89,Lerida Estate,Special Reserve – Green,"A splendidly pure, clear, ringing profile, with a sweet floral acidity some jurors compared to the great Kenya coffees. A hint of deeper, pruny fruit gave the profile ballast and authority. My initial score almost perfectly matched the collective score, but as the cup cooled it seemed to simplify and to allow the acidity to dominate. Hence my mildly dissenting score.","A splendidly pure, clear, ringing profile, with a sweet floral acidity some jurors compared to the great Kenya coffees. Panama 's famous Lerida estate was founded in the 1922 by Tollef Monniche, a retired Norwegian engineer who was a key contributor to the construction of the Panama canal. The meticulous attention to detail initiated by its founder has been taken up by the",,"Boquete Valley, Panama","Boquete Valley, Chiriqui Province, Panama",NA,/,,April 2001,,7,7,9,,https://www.coffeereview.com/review/special-reserve-green/,2021-05-05,,,,,,,,,
92,Roast House,Ethiopia Suke Quto,"Delicate, sweetly spice-toned. Pink peppercorn, date, myrrh, lavender, roasted cacao nib in aroma and cup. Crisp, spice-toned structure with citrus-like acidity; satiny, very smooth mouthfeel. The crisply sweet finish centers around spice and pungent floral notes.","This coffee tied for the third-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. When processed by the wet or washed method (fruit skin and pulp are removed before drying) they typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all southern Ethiopia coffees, this one is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Roast House is a small-batch, quality-focused roaster specializing in farm-direct organic-certified and Fair Trade Certified coffees. Visit roasthousecoffee.com or call 509-995-6500 for more information.",Lavender-like flowers and hints of zesty pink peppercorn animate this crisply sweet wet-processed Ethiopia cup.,"Spokane, Washington","Guji Zone, Oromia Region, south-central Ethiopia",Medium,53/79,$19.00/16 ounces,November 2017,8,,9,9,8,https://www.coffeereview.com/review/ethiopia-suke-quto/,2017-11-11,8,,,,,,,,
89,Horqueta Estate,Special Reserve,"A sturdy if simple Latin-American cup: Little nuance but substantial body and bright acidity. High-toned, balanced, clean, direct.","A sturdy if simple Latin-American cup: Little nuance but substantial body and bright acidity. This 25-bag lot was harvested from trees of the traditional typica and catuai cross varieties growing at elevations of 4,750 to 5,100 feet (1,450 to 1,550 meters). The fruit pulp was removed from the beans mechanically rather than by the traditional ferm",,,,,,,April 2001,,,,,,https://www.coffeereview.com/review/special-reserve/,2021-05-05,,,,,,,,,
92,JBC Coffee Roasters,Dukunde Kawa Rwanda,"Crisply sweet, chocolaty. Baking chocolate, pink grapefruit, pie cherry, cedar, agave syrup in aroma and cup. Briskly sweet acidity; lightly satiny mouthfeel. Finish consolidates to notes of baking chocolate and pie cherry.","Produced by 459 farmers of the Dukunde Kawa Cooperative, entirely of the Bourbon variety of Arabica, and processed at the Mbilima Washing Station by the traditional washed method (fruit skin and pulp removed before drying). Certified FTO. JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A confident, accessible, balanced Rwanda farmed by members of the Dukunde Kawa Cooperative — sweet-toned and comfortingly familiar.","Madison, Wisconsin","Akanduga Village, Gakenke District, Rwanda",Medium,59/81,$21.00/12 ounces,July 2024,9,,8,9,8,https://www.coffeereview.com/review/dukunde-kawa-rwanda-2/,2024-07-24,8,,,,,,,,
90,The Roasterie,Rwanda Bufcoffee Nyarusiza,"Co-cupper Jim Reynolds (91) praised a ""spicy pungency"" in the aroma and a smooth, balanced acidity. Ken (89) agreed. Both found the pungent character carrying into the cup, complicated for Ken by hints of flowers and cocoa. Simple but satisfying finish. Jim found the body ""balanced in the light to medium range"" but Ken found the mouthfeel a bit lean, accounting for his somewhat lower score.","A prize winner in the 2008 Rwanda Cup of Excellence competition, where as a green (unroasted) coffee it placed eighteenth out of hundreds of entries, attracting a score of 85.55 from an international jury. Rwanda's tremendous potential as fine coffee producer has only come to fruition over the past four to five years owing to generous support from international aid agencies, the specialty coffee community and the industry of its growers. Produced entirely from trees of the heirloom Bourbon variety by the Bufcoffee Co-op. The Roasterie is a leading, quality-oriented specialty roaster that specializes in building ongoing relationships with growers and emphasizes its commitment to ""air roasting,"" a technology utilizing a column of hot air rather than the conventional turning drum to agitate the roasting beans. Visit www.theroasterie.com or call 800-376-0245 for more information.",,"Kansas City, Missouri","Nyamagabe, South Province, Rwanda.",Dark,41/58,,June 2009,8,8,8,8,8,https://www.coffeereview.com/review/rwanda-bufcoffee-nyarusiza/,2014-10-02,,,,,,,,,
92,Ben's Beans,Ethiopia Amaro Gayo Natural,"Deeply sweet, fruit- and cocoa-toned. Baker’s chocolate, dried coconut, tea rose, almond, cedar in aroma and cup. Fruit-toned structure with round, gentle acidity; crisp though syrupy mouthfeel. The spice-toned finish suggests homemade fruitcake, with notes of dried fruit, nuts and warming spices.","This coffee tied for the third-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Certified USDA organic. Named after the cofounders’ son, Ben, Ben’s Beans prides itself on ethical sourcing, as well as in donating a portion of proceeds to charities in the coffee-producing regions they work with. Visit www.bensbeans.org for more information.","The overall impression of this natural-processed Yirgacheffe cup is equal parts dried fruit and chocolate, nicely elaborated by spice suggestions (cinnamon, clove, nutmeg).","Putnam, Connecticut","Yirgacheffe growing region, southern Ethiopia",Medium,52/74,$16.95/12 ounces,November 2017,9,,8,9,8,https://www.coffeereview.com/review/ethiopia-amaro-gayo-natural-3/,2017-11-11,8,,,,,,,,
77,Plantation A. Bababudangiri,Var. S795 – Green,"A sweet, voluptuous, full-bodied coffee, though almost aggressively neutral. Consensus found the acidity soft, the aroma caramelly, the body creamy or buttery. I found no nuance and little dimension, but some on the panel detected a hint of India: “spicy, A traditionally wet-processed or “washed” coffee grown under shade at elevations of over 4,000 feet. […]","A sweet, voluptuous, full-bodied coffee, though almost aggressively neutral. Consensus found the acidity soft, the aroma caramelly, the body creamy or buttery. I found no nuance and little dimension, but some on the panel detected a hint of India: ""spicy, A traditionally wet-processed or ""washed"" coffee grown under shade at elevations of over 4,000 feet. From trees of the contemporary hybrid variety S795. Plantation A is the highest normal grade of wet-processed India coffee based on bean size and absence",,,,,,,January 2001,,,,,,https://www.coffeereview.com/review/var-s795-green/,2021-05-05,,,,,,,,,
92,Paradise Roasters,Malaysia Liberica Anaerobic Natural N26,"Sweetly herbaceous, delicately fruity. Nectarine, sage, almond, coconut saltwater taffy, fir in aroma and cup. Briskly bittersweet acidity; very full, creamy mouth feel. Notes of sweet almond, sage and fir lead in the quiet finish.","Produced at My Liberica Farm, entirely of the Coffea Liberica species, a coffee native to central Africa and long cultivated in parts of Southeast Asia. Processed by the anaerobic natural method, in which the whole fruit is fermented in tanks with limited oxygen before drying, also in the whole fruit. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 808-498-4048 for more information.",A uniquely composed cup — complex sweet-savory impulses harmonize in this Malaysian-grown Liberica with an especially plush body that’s worth getting your hands on.,"Hilo, Hawaii","Kulai, Johor, Malaysia",Medium-Light,60/84,$40.00/4 ounces,July 2024,8,,9,9,8,https://www.coffeereview.com/review/malaysia-liberica-anaerobic-natural-n26/,2024-07-29,8,,,,,,,,
90,Paradise Roasters,Burundi Bwayi Lot 5,"For co-cupper Jim Reynolds (89) a smooth and essentially complete cup but too subdued, with ""unassertive acidity."" Ken (90) found the cup quiet as well, but enjoyed floral, apricot, chocolate, possibly butter notes in aroma and cup, with an acidity that was richly red-wine-like.","Burundi is a small, landlocked country in Central Africa. Most coffee is grown in the mountains of the north, bordering Rwanda. Benefiting from ideal growing conditions and large plantings of the heirloom Bourbon variety of Arabica, Burundi coffee has an excellent reputation, though it is better known in Europe than in the United States. This Burundi was produced from trees of the heirloom Bourbon variety and Bourbon derivatives Jackson and Mibirizi. Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",,"Ramsey, Minnesota","Kayanza Province, Burundi.",Medium,53/78,,June 2009,8,8,8,8,8,https://www.coffeereview.com/review/burundi-bwayi-lot-5/,2014-10-02,,,,,,,,,
90,Mystic Monk Coffee,Thanksgiving Blend,"Deeply rich, with a roasty sweetness. Dark chocolate, gently singed cedar, persimmon, magnolia-like flowers, caramel in aroma and cup. Sweet-savory structure; full, satiny mouthfeel. The resonant finish centers around pleasantly smoky chocolate and sweet floral suggestions.",Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.,"An engaging, richly sweet blend that will appeal to those who enjoy, for example, the crisp caramel tones of the crust on a creme brulee dessert.","Clark, Wyoming",Not disclosed,Medium-Dark,42/66,$14.99/12 ounces,November 2017,8,,8,8,8,https://www.coffeereview.com/review/thanksgiving-blend-2/,2017-11-14,8,,,,,,,,
93,Noble Coffee Roasting,Ethiopia Bishan Fugu,"Delicate, sweetly tart. Strawberry, caramel, musk, cocoa butter, magnolia in aroma and cup. Quietly tart-leaning structure with sweet undertones; plush, syrupy body. The perfumy, almost musk-like finish is characterized by tart fruit notes in the short and cocoa butter in the long.","This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Produced by the METAD farm and mill in southern Ethiopia. Southern Ethiopia produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Based in southern Oregon, Noble Coffee is a wholesale and retail roasting company focused on quality, social responsibility and environmental consciousness. Visit www.noblecoffeeroasting.com or call 541-488-3288 for more information.","A richly elegant cup that leads with deep fruit notes, as do many natural- processed coffees, though here the fruit is complicated by an engaging musk-like intrigue.","Ashland, Oregon","Hambela District, Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,63/97,$19.00/12 ounces,November 2017,8,,8,9,9,https://www.coffeereview.com/review/ethiopia-bishan-fugu/,2017-11-11,9,,,,,,,,
77,Elk Hill Estates,Organic Nuggets Extra Bold – Green,"Is the fruit character of this coffee ripely spicy or disturbingly overripe? Panelists apparently admired the complex lushness of this organically grown coffee, but were put off by a whiff of slightly bitterish ferment A traditionally wet-processed or “washed” coffee grown under shade and certified organically grown. Nuggets Extra Bold is a meticulously sorted super […]","Is the fruit character of this coffee ripely spicy or disturbingly overripe? Panelists apparently admired the complex lushness of this organically grown coffee, but were put off by a whiff of slightly bitterish ferment A traditionally wet-processed or ""washed"" coffee grown under shade and certified organically grown. Nuggets Extra Bold is a meticulously sorted super grade of India wet-processed coffee.",,,,,,,January 2001,,,,,,https://www.coffeereview.com/review/organic-nuggets-extra-bold-green/,2021-05-05,,,,,,,,,
93,JBC Coffee Roasters,Nemba Burundi,"Cocoa-toned, richly sweet-savory. Cocoa nib, red currant, hop flowers, almond butter, sugar cane in aroma and cup. Juicy-bright acidity; full, satiny mouthfeel. Cocoa-toned finish supported by almond butter and sugar cane.","Produced by 1074 smallholding Farmers who work with Greenco Coffee, entirely of the Red Bourbon variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A flavor-saturated, nuanced Burundi — bright, juicy, rich-toned, deep.","Madison, Wisconsin","Kayanza, Burundi",Medium-Light,58/86,$20.00/12 ounces,July 2024,9,,8,9,8,https://www.coffeereview.com/review/nemba-burundi/,2024-07-30,9,,,,,,,,
92,Lexington Coffee Roasters,Ethiopia Sidamo Oromia,"A graceful floral-toned cocoa dominates. In the aroma very sweet-toned, buttery pungency, flowering grass, orangy citrus. In the cup, gentle, roast-muted acidity, silky mouthfeel, and the impressive floral-toned cocoa that persists into a rich finish.","This coffee is certified organically grown and Fair Trade, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. Founded in 1990, Lexington Coffee is an award winning artisan roasting company based in Virginia. Their focus on fresh, flavorful and sustainable coffee explains their motto, ""Uncommon and Uncompromised."" Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.",,"Lexington, Virginia","Sidamo growing region, southern Ethiopia.",Dark,43/54,,May 2009,8,8,8,8,8,https://www.coffeereview.com/review/ethiopia-sidamo-oromia/,2014-10-02,,,,,,,,,
93,Red E Café,Sustainable Harvest Homacho Waeno Natural,"Deeply and richly sweet-savory. Orange marmalade, pipe tobacco, dried fig, dark chocolate, freesia-like flowers in aroma and cup. Bright, sweetly-tart in structure with zesty acidity; delicately satiny mouthfeel. Notes of richly savory pipe tobacco lead in the finish, paired with dried fig in the short and orange marmalade in the long.","This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Red E Cafe is a popular café and roastery in Portland, Oregon. For more information, visit.www.theredecafe.com.","A natural-processed Ethiopia coffee of intriguing depth, with a wide range of aroma/flavor notes, savory pipe tobacco to high-toned, spicy florals, to crisply sweet citrus marmalade.","Portland, Oregon","Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,62/92,$16.00/12 ounces,November 2017,9,,8,9,8,https://www.coffeereview.com/review/sustainable-harvest-homacho-waeno-natural/,2017-11-13,9,,,,,,,,
